group;id;chrom;nSNP;from;to;lengthBps
Jacobs;H161;2;185;46045582;56556228;10510646
Jacobs;H161;2;19;72460390;73475221;1014831
Jacobs;H161;2;20;122060498;123528595;1468097
Jacobs;H161;2;116;135996954;142475803;6478849
Jacobs;H161;2;32;145745763;147821995;2076232
Jacobs;H161;2;142;149768329;158192547;8424218
Jacobs;H161;2;54;159389044;162321953;2932909
Jacobs;H161;2;38;215844761;219847222;4002461
Jacobs;H161;2;32;225936196;227734587;1798391
Jacobs;H161;10;226;20540068;32637918;12097850
Jacobs;H161;10;28;36883392;39457465;2574073
Jacobs;H161;10;18;40149974;40971187;821213
Jacobs;H161;10;33;47287047;48804938;1517891
Jacobs;H161;10;43;80545891;82687218;2141327
Jacobs;H161;24;38;11076801;13980455;2903654
Jacobs;H162;2;18;53670410;54386685;716275
Jacobs;H162;2;35;69626926;71793127;2166201
Jacobs;H162;2;72;72057797;76411172;4353375
Jacobs;H162;2;27;82507056;84069275;1562219
Jacobs;H162;2;21;121796989;123494681;1697692
Jacobs;H162;2;28;162689295;164188754;1499459
Jacobs;H162;2;41;172594808;175124550;2529742
Jacobs;H162;2;20;198155571;199020889;865318
Jacobs;H162;2;24;205336831;206643029;1306198
Jacobs;H162;2;42;210418618;212749665;2331047
Jacobs;H162;2;21;219357404;220852308;1494904
Jacobs;H162;2;104;231170715;236768061;5597346
Jacobs;H162;2;146;236977003;245737846;8760843
Jacobs;H162;10;16;18930071;19700851;770780
Jacobs;H162;10;44;30072709;32391424;2318715
Jacobs;H162;10;18;36448017;37738237;1290220
Jacobs;H162;10;31;41802553;44430609;2628056
Jacobs;H162;10;35;84678999;86415081;1736082
Jacobs;H162;24;18;8489860;9352754;862894
Jacobs;H162;24;25;16573702;18235931;1662229
Jacobs;H163;2;26;4008763;5179079;1170316
Jacobs;H163;2;50;16487040;19038121;2551081
Jacobs;H163;2;54;19128677;21928040;2799363
Jacobs;H163;2;28;22784701;24092677;1307976
Jacobs;H163;2;18;24839164;25709378;870214
Jacobs;H163;2;349;27355362;49355077;21999715
Jacobs;H163;2;32;49484087;51384849;1900762
Jacobs;H163;2;32;93451281;95025579;1574298
Jacobs;H163;2;198;106205323;119309807;13104484
Jacobs;H163;2;250;119388364;132608113;13219749
Jacobs;H163;2;37;132713568;134770618;2057050
Jacobs;H163;2;92;134809036;140044111;5235075
Jacobs;H163;2;18;147759341;148711192;951851
Jacobs;H163;2;20;148758742;149609364;850622
Jacobs;H163;2;290;181909538;198928938;17019400
Jacobs;H163;2;123;199020889;205454966;6434077
Jacobs;H163;2;34;215098553;217976690;2878137
Jacobs;H163;2;16;220780799;221413661;632862
Jacobs;H163;2;33;238940445;240721994;1781549
Jacobs;H163;10;30;17748924;19399049;1650125
Jacobs;H163;10;26;21584008;22955949;1371941
Jacobs;H163;10;83;34489447;40071898;5582451
Jacobs;H163;10;116;40149974;47487991;7338017
Jacobs;H163;10;39;47662790;49310196;1647406
Jacobs;H163;10;63;59298205;62634480;3336275
Jacobs;H163;10;41;62795305;66087045;3291740
Jacobs;H163;10;33;72757175;74308075;1550900
Jacobs;H163;10;54;78641554;81397746;2756192
Jacobs;H163;10;44;82994149;85263429;2269280
Jacobs;H164;2;39;3104266;4835268;1731002
Jacobs;H164;2;26;6349125;7973431;1624306
Jacobs;H164;2;43;26932618;30026978;3094360
Jacobs;H164;2;54;51143878;54086367;2942489
Jacobs;H164;2;66;54135888;57495366;3359478
Jacobs;H164;2;56;67428296;70721438;3293142
Jacobs;H164;2;73;70802060;75042274;4240214
Jacobs;H164;2;35;77200457;78792339;1591882
Jacobs;H164;2;86;79183271;83877361;4694090
Jacobs;H164;2;21;114411448;115743360;1331912
Jacobs;H164;2;15;116108127;117115355;1007228
Jacobs;H164;2;51;119388364;122001925;2613561
Jacobs;H164;2;101;122096448;127390949;5294501
Jacobs;H164;2;15;134667278;135391568;724290
Jacobs;H164;2;16;169494537;170563260;1068723
Jacobs;H164;2;22;171171929;172311083;1139154
Jacobs;H164;2;210;203829884;216807667;12977783
Jacobs;H164;10;65;1413129;5961075;4547946
Jacobs;H164;10;56;6042907;10108612;4065705
Jacobs;H164;10;56;17941764;21363789;3422025
Jacobs;H164;10;62;25943893;29353089;3409196
Jacobs;H164;10;27;32818994;34175819;1356825
Jacobs;H164;10;16;36637311;37738237;1100926
Jacobs;H164;10;31;41802553;44430609;2628056
Jacobs;H164;10;21;51591083;52388827;797744
Jacobs;H164;10;29;53098812;54955412;1856600
Jacobs;H164;10;22;56539784;57534184;994400
Jacobs;H164;10;23;63706057;65269159;1563102
Jacobs;H164;10;60;71426400;74998865;3572465
Jacobs;H164;10;18;79213622;80133131;919509
Jacobs;H164;24;17;15821681;17159602;1337921
Jacobs;H165;2;274;34376030;51606428;17230398
Jacobs;H165;2;1203;51777053;121239876;69462823
Jacobs;H165;2;15;122301320;123494681;1193361
Jacobs;H165;2;186;131397735;141439586;10041851
Jacobs;H165;2;83;142709866;147821995;5112129
Jacobs;H165;2;18;151148561;152160860;1012299
Jacobs;H165;2;160;155064316;164188754;9124438
Jacobs;H165;2;210;203829884;216807667;12977783
Jacobs;H165;2;32;225936196;227734587;1798391
Jacobs;H165;2;72;230657435;234947844;4290409
Jacobs;H165;2;32;236768061;238675170;1907109
Jacobs;H165;10;116;1413129;9736034;8322905
Jacobs;H165;10;66;10922307;14856146;3933839
Jacobs;H165;10;20;21309973;22376804;1066831
Jacobs;H165;10;17;31509560;32637918;1128358
Jacobs;H165;10;146;35566480;45845544;10279064
Jacobs;H165;10;21;55319894;56773821;1453927
Jacobs;H165;10;165;60005994;70187303;10181309
Jacobs;H165;10;128;71426400;78520137;7093737
